STATION,NAME,DATE,AWND,TAVG,TMAX,TMIN,WSF2,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014765,"PROVIDENCE, RI US",2013-07-06,8.5,83,93,75,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-07,6.93,84,95,75,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-08,8.28,82,92,70,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-09,4.47,73,79,68,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-10,7.61,76,85,73,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-11,6.49,76,79,71,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-12,11.63,74,78,67,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-13,4.7,71,79,66,10.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-14,6.04,80,92,72,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-15,5.82,84,94,76,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-16,6.71,85,95,76,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-17,7.16,81,89,73,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-18,6.71,84,96,77,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-19,10.74,86,98,77,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-20,8.72,85,95,75,23,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-21,4.92,77,83,69,10.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-22,4.92,76,84,69,13,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-23,8.5,78,88,73,21,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-24,6.93,78,87,71,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-25,12.97,67,71,60,21,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-26,9.84,64,73,61,21,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-27,8.05,72,85,63,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-28,6.04,74,84,68,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-29,7.61,75,84,69,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-30,7.38,75,83,66,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-07-31,5.37,72,82,60,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-01,6.26,71,80,63,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-02,5.82,73,84,66,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-03,8.72,72,78,65,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-04,7.38,71,81,57,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-05,6.93,68,78,57,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-06,5.14,67,80,54,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-07,6.71,68,78,56,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-08,9.84,72,81,67,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-09,11.18,74,76,72,23.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-10,8.5,76,84,64,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-11,6.04,70,80,57,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-12,4.47,71,81,64,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-13,3.58,69,73,64,10.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-14,10.29,68,74,60,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-15,7.16,67,77,56,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-16,5.82,68,79,55,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-17,3.13,70,82,59,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-18,3.58,68,79,60,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-19,8.5,70,82,59,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-20,4.92,75,86,64,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-21,5.82,77,89,66,13,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-22,6.71,74,84,67,23,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-23,6.93,74,80,65,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-24,8.05,69,77,57,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-25,5.14,67,82,55,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-26,9.84,71,81,66,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-27,4.25,73,81,67,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-28,4.25,73,84,63,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-29,10.51,67,70,61,21,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-30,7.16,67,80,60,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-08-31,8.28,74,80,70,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-01,7.16,75,82,70,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-02,6.26,73,76,69,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-03,5.14,72,78,63,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-04,7.61,69,79,59,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-05,7.16,67,74,56,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-06,5.37,60,70,50,13,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-07,7.61,62,77,49,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-08,10.29,69,79,54,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-09,6.04,59,68,48,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-10,8.95,65,74,56,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-11,7.38,77,92,68,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-12,10.29,76,84,69,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-13,6.04,72,79,61,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-14,6.93,63,70,53,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-15,4.25,59,71,49,13,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-16,7.61,60,69,49,23,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-17,9.62,54,63,44,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-18,5.59,56,71,44,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-19,4.92,62,81,49,13,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-20,4.7,63,77,49,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-21,8.72,63,75,53,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-22,9.62,68,72,52,21.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-23,9.62,56,65,48,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-24,8.05,55,68,43,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-25,5.37,58,70,46,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-26,4.25,59,66,52,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-27,7.38,59,67,50,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-28,4.03,60,74,48,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-29,3.36,57,69,46,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-09-30,5.59,59,70,51,10.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-01,4.25,62,78,47,13,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-02,8.05,68,81,56,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-03,4.7,66,79,52,13,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-04,3.36,60,69,52,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-05,2.68,62,71,57,8.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-06,5.82,61,61,57,12.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-07,11.41,65,76,58,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-08,8.5,63,68,50,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-09,9.62,55,64,48,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-10,9.62,56,67,50,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-11,10.07,60,69,52,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-12,11.41,58,69,52,23,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-13,7.61,55,62,44,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-14,2.68,50,62,38,10.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-15,3.13,55,70,42,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-16,5.37,56,63,47,13,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-17,6.04,60,71,52,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-18,9.4,64,69,47,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-19,4.92,54,65,43,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-20,7.16,57,64,43,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-21,6.71,53,67,41,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-22,6.26,56,71,43,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-23,4.03,47,51,40,10.1,,,,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-24,10.07,46,55,38,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-25,6.71,44,52,32,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-26,10.07,43,56,31,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-27,7.61,50,58,33,19.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-28,7.83,45,61,32,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-29,5.37,44,53,35,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-30,1.57,44,58,35,13,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-10-31,8.28,50,65,37,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-01,17,65,70,60,35.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-02,3.58,58,66,52,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-03,10.51,47,54,34,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-04,8.72,37,45,28,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-05,2.68,37,50,25,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-06,6.49,47,61,37,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-07,9.84,56,65,40,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-08,10.51,42,49,33,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-09,6.26,38,46,29,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-10,7.16,47,59,40,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-11,9.62,45,53,39,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-12,10.07,42,52,28,21,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-13,8.28,31,38,24,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-14,9.4,37,53,26,18.1,,,,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-15,6.49,47,60,33,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-16,4.47,47,61,36,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-17,3.36,46,58,35,13,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-18,11.63,60,66,49,30,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-19,13.42,45,50,32,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-20,7.16,35,43,25,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-21,2.24,34,48,24,8.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-22,3.36,45,52,40,12.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-23,12.53,46,51,31,23.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-24,19.01,27,31,21,36,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-25,8.5,25,34,18,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-26,5.82,37,45,34,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-27,16.55,52,63,37,36,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-28,13.42,35,38,25,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-29,6.93,30,37,22,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-11-30,4.03,26,34,18,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-01,3.58,36,45,31,12.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-02,3.8,39,44,35,8.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-03,6.49,40,51,35,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-04,2.24,39,50,32,10.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-05,2.91,41,55,34,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-06,7.16,53,57,37,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-07,8.28,38,41,30,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-08,4.47,30,32,23,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-09,6.93,33,40,27,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-10,5.82,34,36,25,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-11,8.95,27,31,21,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-12,8.05,25,27,15,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-13,8.95,23,33,16,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-14,10.51,19,30,14,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-15,9.17,31,37,24,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-16,7.83,27,30,14,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-17,6.93,17,24,9,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-18,10.29,26,34,20,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-19,8.72,32,45,25,23,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-20,2.91,40,53,28,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-21,7.61,47,59,39,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-22,12.08,59,64,44,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-23,5.82,42,44,36,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-24,9.84,37,42,28,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-25,8.5,24,28,18,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-26,5.37,27,36,21,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-27,6.71,30,37,25,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-28,7.61,35,50,23,23,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-29,6.04,36,48,28,21.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-30,9.84,38,41,20,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2013-12-31,6.26,22,28,16,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-01,5.82,23,30,18,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-02,14.99,22,24,5,28,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-03,16.11,9,17,2,30,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-04,5.37,10,28,-3,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-05,2.01,24,45,13,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-06,13.87,46,59,28,29.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-07,14.76,20,29,7,25.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-08,8.05,12,24,6,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-09,5.59,21,31,14,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-10,0.22,23,35,14,6,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-11,13.2,44,60,34,36,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-12,12.97,48,53,34,25.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-13,8.05,38,51,28,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-14,7.38,47,51,44,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-15,3.58,41,46,30,11,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-16,2.01,38,42,34,8.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-17,4.7,39,46,31,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-18,4.92,35,37,31,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-19,13.2,33,37,29,23.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-20,11.86,37,45,28,23,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-21,12.3,23,28,12,23,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-22,15.21,12,19,7,25.9,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-23,8.95,11,20,2,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-24,10.07,12,18,7,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-25,14.09,24,38,11,36,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-26,11.41,22,25,16,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-27,12.08,32,49,20,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-28,8.95,19,21,12,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-29,6.93,18,25,14,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-30,6.04,18,28,7,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-01-31,5.14,29,45,17,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-01,4.7,37,43,30,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-02,4.7,41,55,32,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-03,8.95,37,42,27,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-04,3.8,28,34,17,13,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-05,9.4,29,33,25,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-06,4.92,25,29,19,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-07,6.26,22,31,14,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-08,3.36,22,31,11,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-09,5.82,26,33,22,13,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-10,8.95,25,29,17,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-11,8.5,19,25,16,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-12,4.03,17,25,7,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-13,15.66,27,36,22,36.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-14,13.2,35,38,30,33.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-15,9.62,31,35,23,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-16,13.42,28,32,23,29.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-17,10.07,23,30,13,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-18,7.61,23,38,10,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2014-02-19,5.37,29,39,14,14.1,1,,,,,,,,,,,,,,,,,,,
